,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Sales,City,Hour
65,295725,AAA Batteries (4-pack),3,2.99,05-12-2019 15:01,"911 River St, San Francisco, CA 94016",12,8.97, San Francisco,15
66,295726,iPhone,1,700,25-12-2019 14:49,"203 Lakeview St, Boston, MA 02215",12,700, Boston,14
67,295726,Lightning Charging Cable,1,14.95,25-12-2019 14:49,"203 Lakeview St, Boston, MA 02215",12,14.95, Boston,14
68,295727,Bose SoundSport Headphones,1,99.99,14-12-2019 14:03,"5 Dogwood St, San Francisco, CA 94016",12,99.99, San Francisco,14
69,295728,27in FHD Monitor,1,149.99,21-12-2019 19:21,"366 Washington St, New York City, NY 10001",12,149.99, New York City,19
70,295729,34in Ultrawide Monitor,1,379.99,28-12-2019 21:58,"432 1st St, Dallas, TX 75001",12,379.99, Dallas,21
71,295730,34in Ultrawide Monitor,1,379.99,14-12-2019 20:04,"574 West St, San Francisco, CA 94016",12,379.99, San Francisco,20
72,295731,USB-C Charging Cable,1,11.95,16-12-2019 11:47,"33 9th St, San Francisco, CA 94016",12,11.95, San Francisco,11
73,295732,Apple Airpods Headphones,1,150,29-12-2019 18:44,"860 Washington St, Boston, MA 02215",12,150, Boston,18
74,295733,27in FHD Monitor,1,149.99,20-12-2019 11:31,"228 5th St, Boston, MA 02215",12,149.99, Boston,11
75,295734,AAA Batteries (4-pack),1,2.99,25-12-2019 12:38,"453 Jackson St, Portland, OR 97035",12,2.99, Portland,12
76,295735,iPhone,1,700,22-12-2019 18:25,"374 Lincoln St, New York City, NY 10001",12,700, New York City,18
77,295735,Apple Airpods Headphones,1,150,22-12-2019 18:25,"374 Lincoln St, New York City, NY 10001",12,150, New York City,18
78,295735,Wired Headphones,1,11.99,22-12-2019 18:25,"374 Lincoln St, New York City, NY 10001",12,11.99, New York City,18
79,295736,USB-C Charging Cable,2,11.95,27-12-2019 14:26,"523 Lincoln St, San Francisco, CA 94016",12,23.9, San Francisco,14
80,295737,iPhone,1,700,19-12-2019 08:51,"966 10th St, Atlanta, GA 30301",12,700, Atlanta,8
81,295737,Lightning Charging Cable,1,14.95,19-12-2019 08:51,"966 10th St, Atlanta, GA 30301",12,14.95, Atlanta,8
82,295738,AAA Batteries (4-pack),1,2.99,20-12-2019 18:19,"829 7th St, Dallas, TX 75001",12,2.99, Dallas,18
83,295739,USB-C Charging Cable,1,11.95,14-12-2019 21:07,"949 Wilson St, Los Angeles, CA 90001",12,11.95, Los Angeles,21
84,295740,USB-C Charging Cable,1,11.95,01-12-2019 20:36,"102 Cedar St, New York City, NY 10001",12,11.95, New York City,20
85,295741,Apple Airpods Headphones,1,150,02-12-2019 21:39,"829 Johnson St, Boston, MA 02215",12,150, Boston,21
86,295742,Apple Airpods Headphones,1,150,09-12-2019 23:45,"368 Sunset St, New York City, NY 10001",12,150, New York City,23
87,295743,USB-C Charging Cable,1,11.95,03-12-2019 11:52,"346 South St, New York City, NY 10001",12,11.95, New York City,11
88,295744,AA Batteries (4-pack),2,3.84,19-12-2019 03:54,"579 Lake St, San Francisco, CA 94016",12,7.68, San Francisco,3
89,295745,Flatscreen TV,1,300,24-12-2019 10:38,"124 Lakeview St, New York City, NY 10001",12,300, New York City,10
90,295746,27in FHD Monitor,1,149.99,27-12-2019 16:14,"143 Adams St, New York City, NY 10001",12,149.99, New York City,16
91,295747,AA Batteries (4-pack),3,3.84,10-12-2019 21:50,"11 8th St, San Francisco, CA 94016",12,11.52, San Francisco,21
92,295748,Wired Headphones,1,11.99,07-12-2019 19:39,"45 Church St, Boston, MA 02215",12,11.99, Boston,19
93,295749,Wired Headphones,2,11.99,04-12-2019 05:24,"983 Highland St, Los Angeles, CA 90001",12,23.98, Los Angeles,5
94,295750,Bose SoundSport Headphones,1,99.99,27-12-2019 20:26,"25 Lincoln St, San Francisco, CA 94016",12,99.99, San Francisco,20
95,295751,AAA Batteries (4-pack),1,2.99,29-12-2019 11:03,"922 Hickory St, Los Angeles, CA 90001",12,2.99, Los Angeles,11
96,295752,Google Phone,1,600,11-12-2019 12:29,"341 Forest St, Dallas, TX 75001",12,600, Dallas,12
97,295753,34in Ultrawide Monitor,1,379.99,25-12-2019 06:26,"365 Washington St, Dallas, TX 75001",12,379.99, Dallas,6
98,295753,Lightning Charging Cable,1,14.95,25-12-2019 06:26,"365 Washington St, Dallas, TX 75001",12,14.95, Dallas,6
99,295754,Lightning Charging Cable,1,14.95,07-12-2019 19:26,"502 Cherry St, Austin, TX 73301",12,14.95, Austin,19
100,295755,Apple Airpods Headphones,1,150,21-12-2019 06:52,"32 1st St, Boston, MA 02215",12,150, Boston,6
101,295756,34in Ultrawide Monitor,1,379.99,02-12-2019 22:44,"20 Wilson St, Atlanta, GA 30301",12,379.99, Atlanta,22
102,295757,AA Batteries (4-pack),1,3.84,05-12-2019 08:59,"819 Lake St, Portland, OR 97035",12,3.84, Portland,8
103,295758,Wired Headphones,1,11.99,26-12-2019 23:42,"910 Jackson St, New York City, NY 10001",12,11.99, New York City,23
104,295759,Bose SoundSport Headphones,1,99.99,25-12-2019 06:53,"15 Pine St, New York City, NY 10001",12,99.99, New York City,6
105,295759,Wired Headphones,1,11.99,25-12-2019 06:53,"15 Pine St, New York City, NY 10001",12,11.99, New York City,6
106,295760,Bose SoundSport Headphones,1,99.99,30-12-2019 18:40,"239 4th St, Atlanta, GA 30301",12,99.99, Atlanta,18
107,295761,Lightning Charging Cable,1,14.95,31-12-2019 17:32,"79 Chestnut St, Dallas, TX 75001",12,14.95, Dallas,17
108,295762,iPhone,1,700,04-12-2019 08:16,"342 9th St, New York City, NY 10001",12,700, New York City,8
109,295763,27in FHD Monitor,1,149.99,18-12-2019 13:15,"594 4th St, Los Angeles, CA 90001",12,149.99, Los Angeles,13
110,295764,Lightning Charging Cable,1,14.95,01-12-2019 14:44,"734 Hill St, New York City, NY 10001",12,14.95, New York City,14
111,295765,Wired Headphones,1,11.99,08-12-2019 20:22,"918 4th St, Seattle, WA 98101",12,11.99, Seattle,20
112,295766,Lightning Charging Cable,1,14.95,17-12-2019 22:58,"795 8th St, Seattle, WA 98101",12,14.95, Seattle,22
113,295767,AAA Batteries (4-pack),1,2.99,21-12-2019 13:00,"891 7th St, New York City, NY 10001",12,2.99, New York City,13
114,295768,AAA Batteries (4-pack),2,2.99,22-12-2019 22:36,"98 Johnson St, New York City, NY 10001",12,5.98, New York City,22
115,295769,Bose SoundSport Headphones,1,99.99,27-12-2019 19:44,"309 6th St, San Francisco, CA 94016",12,99.99, San Francisco,19
116,295770,Bose SoundSport Headphones,1,99.99,28-12-2019 10:27,"307 South St, San Francisco, CA 94016",12,99.99, San Francisco,10
117,295771,AAA Batteries (4-pack),1,2.99,23-12-2019 12:10,"352 Meadow St, San Francisco, CA 94016",12,2.99, San Francisco,12
118,295772,Lightning Charging Cable,1,14.95,17-12-2019 10:24,"44 Main St, Atlanta, GA 30301",12,14.95, Atlanta,10
119,295773,Apple Airpods Headphones,1,150,07-12-2019 20:09,"632 Cherry St, Los Angeles, CA 90001",12,150, Los Angeles,20
120,295774,Bose SoundSport Headphones,1,99.99,31-12-2019 11:00,"196 Wilson St, Los Angeles, CA 90001",12,99.99, Los Angeles,11
121,295775,Google Phone,1,600,04-12-2019 15:02,"439 Jefferson St, Dallas, TX 75001",12,600, Dallas,15
122,295776,USB-C Charging Cable,1,11.95,22-12-2019 20:23,"552 Hill St, Atlanta, GA 30301",12,11.95, Atlanta,20
123,295777,AAA Batteries (4-pack),1,2.99,09-12-2019 19:47,"598 14th St, Atlanta, GA 30301",12,2.99, Atlanta,19
124,295778,AA Batteries (4-pack),1,3.84,08-12-2019 21:09,"820 Adams St, San Francisco, CA 94016",12,3.84, San Francisco,21
125,295779,Wired Headphones,1,11.99,25-12-2019 15:40,"201 Madison St, Los Angeles, CA 90001",12,11.99, Los Angeles,15
126,295780,USB-C Charging Cable,1,11.95,26-12-2019 00:08,"864 Hickory St, Boston, MA 02215",12,11.95, Boston,0
127,295781,USB-C Charging Cable,1,11.95,08-12-2019 12:32,"413 Forest St, Boston, MA 02215",12,11.95, Boston,12
128,295782,34in Ultrawide Monitor,1,379.99,19-12-2019 20:06,"544 South St, Dallas, TX 75001",12,379.99, Dallas,20
129,295783,Vareebadd Phone,1,400,06-12-2019 12:41,"87 5th St, San Francisco, CA 94016",12,400, San Francisco,12
130,295783,USB-C Charging Cable,1,11.95,06-12-2019 12:41,"87 5th St, San Francisco, CA 94016",12,11.95, San Francisco,12
131,295784,USB-C Charging Cable,1,11.95,31-12-2019 13:04,"935 Jackson St, Seattle, WA 98101",12,11.95, Seattle,13
132,295785,Bose SoundSport Headphones,1,99.99,09-12-2019 20:35,"801 West St, Boston, MA 02215",12,99.99, Boston,20
133,295786,USB-C Charging Cable,1,11.95,24-12-2019 10:27,"859 12th St, Atlanta, GA 30301",12,11.95, Atlanta,10
134,295786,Apple Airpods Headphones,1,150,24-12-2019 10:27,"859 12th St, Atlanta, GA 30301",12,150, Atlanta,10
135,295787,USB-C Charging Cable,1,11.95,28-12-2019 21:03,"458 Elm St, Atlanta, GA 30301",12,11.95, Atlanta,21
136,295788,AA Batteries (4-pack),1,3.84,28-12-2019 20:30,"885 Lincoln St, Los Angeles, CA 90001",12,3.84, Los Angeles,20
137,295789,Lightning Charging Cable,1,14.95,05-12-2019 15:09,"157 Main St, Austin, TX 73301",12,14.95, Austin,15
138,295790,Lightning Charging Cable,1,14.95,05-12-2019 19:20,"420 Center St, Los Angeles, CA 90001",12,14.95, Los Angeles,19
139,295791,USB-C Charging Cable,1,11.95,14-12-2019 10:22,"286 North St, New York City, NY 10001",12,11.95, New York City,10
140,295792,Lightning Charging Cable,1,14.95,20-12-2019 09:46,"5 11th St, San Francisco, CA 94016",12,14.95, San Francisco,9
141,295793,Google Phone,1,600,15-12-2019 11:26,"275 Jackson St, San Francisco, CA 94016",12,600, San Francisco,11
142,295793,USB-C Charging Cable,1,11.95,15-12-2019 11:26,"275 Jackson St, San Francisco, CA 94016",12,11.95, San Francisco,11
143,295794,27in 4K Gaming Monitor,1,389.99,20-12-2019 15:43,"796 Chestnut St, Boston, MA 02215",12,389.99, Boston,15
144,295795,Apple Airpods Headphones,1,150,08-12-2019 20:01,"177 Walnut St, Los Angeles, CA 90001",12,150, Los Angeles,20
145,295796,Lightning Charging Cable,1,14.95,13-12-2019 21:11,"677 Lakeview St, Seattle, WA 98101",12,14.95, Seattle,21
146,295797,Wired Headphones,1,11.99,16-12-2019 09:23,"163 Washington St, Portland, ME 04101",12,11.99, Portland,9
147,295798,Wired Headphones,1,11.99,05-12-2019 12:10,"372 Chestnut St, Austin, TX 73301",12,11.99, Austin,12
148,295799,AAA Batteries (4-pack),1,2.99,22-12-2019 08:02,"236 Elm St, Los Angeles, CA 90001",12,2.99, Los Angeles,8
149,295800,AAA Batteries (4-pack),1,2.99,29-12-2019 10:07,"140 10th St, Atlanta, GA 30301",12,2.99, Atlanta,10
150,295801,Lightning Charging Cable,1,14.95,19-12-2019 12:57,"943 Johnson St, San Francisco, CA 94016",12,14.95, San Francisco,12
151,295802,34in Ultrawide Monitor,1,379.99,11-12-2019 19:45,"838 Ridge St, San Francisco, CA 94016",12,379.99, San Francisco,19
152,295803,Lightning Charging Cable,1,14.95,24-12-2019 10:39,"513 Maple St, Los Angeles, CA 90001",12,14.95, Los Angeles,10
153,295804,Apple Airpods Headphones,1,150,20-12-2019 02:31,"705 4th St, Los Angeles, CA 90001",12,150, Los Angeles,2
154,295805,Wired Headphones,1,11.99,06-12-2019 14:55,"528 Willow St, New York City, NY 10001",12,11.99, New York City,14
155,295806,Lightning Charging Cable,1,14.95,01-12-2019 08:16,"323 Forest St, Dallas, TX 75001",12,14.95, Dallas,8
156,295807,20in Monitor,1,109.99,23-12-2019 10:59,"286 Lincoln St, Los Angeles, CA 90001",12,109.99, Los Angeles,10
157,295808,AAA Batteries (4-pack),1,2.99,21-12-2019 10:45,"961 Jackson St, San Francisco, CA 94016",12,2.99, San Francisco,10
158,295809,27in FHD Monitor,1,149.99,28-12-2019 12:33,"602 Ridge St, San Francisco, CA 94016",12,149.99, San Francisco,12
159,295810,Lightning Charging Cable,1,14.95,17-12-2019 08:45,"499 13th St, San Francisco, CA 94016",12,14.95, San Francisco,8
160,295811,AAA Batteries (4-pack),1,2.99,23-12-2019 11:59,"792 7th St, New York City, NY 10001",12,2.99, New York City,11
161,295812,AA Batteries (4-pack),1,3.84,23-12-2019 14:58,"359 12th St, Seattle, WA 98101",12,3.84, Seattle,14
162,295813,Bose SoundSport Headphones,1,99.99,11-12-2019 21:07,"901 Madison St, New York City, NY 10001",12,99.99, New York City,21
163,295814,AA Batteries (4-pack),3,3.84,24-12-2019 08:29,"987 Cherry St, Los Angeles, CA 90001",12,11.52, Los Angeles,8
164,295815,Lightning Charging Cable,1,14.95,28-12-2019 18:44,"464 Willow St, Boston, MA 02215",12,14.95, Boston,18
165,295816,USB-C Charging Cable,1,11.95,21-12-2019 19:28,"253 Jefferson St, Atlanta, GA 30301",12,11.95, Atlanta,19
166,295817,USB-C Charging Cable,1,11.95,19-12-2019 06:07,"963 Washington St, Austin, TX 73301",12,11.95, Austin,6
167,295817,20in Monitor,1,109.99,19-12-2019 06:07,"963 Washington St, Austin, TX 73301",12,109.99, Austin,6
168,295818,Wired Headphones,1,11.99,07-12-2019 16:28,"725 Wilson St, Boston, MA 02215",12,11.99, Boston,16
169,295819,Lightning Charging Cable,1,14.95,23-12-2019 12:11,"138 Highland St, Portland, OR 97035",12,14.95, Portland,12
170,295820,Bose SoundSport Headphones,1,99.99,13-12-2019 09:42,"51 Highland St, San Francisco, CA 94016",12,99.99, San Francisco,9
171,295821,Bose SoundSport Headphones,1,99.99,29-12-2019 14:16,"65 Center St, Boston, MA 02215",12,99.99, Boston,14
172,295822,Google Phone,1,600,04-12-2019 13:53,"307 Wilson St, San Francisco, CA 94016",12,600, San Francisco,13
173,295822,Wired Headphones,1,11.99,04-12-2019 13:53,"307 Wilson St, San Francisco, CA 94016",12,11.99, San Francisco,13
174,295823,iPhone,1,700,10-12-2019 02:12,"852 Maple St, Austin, TX 73301",12,700, Austin,2
175,295824,Wired Headphones,1,11.99,29-12-2019 15:45,"611 North St, New York City, NY 10001",12,11.99, New York City,15
176,295825,Apple Airpods Headphones,1,150,17-12-2019 16:13,"189 Pine St, Atlanta, GA 30301",12,150, Atlanta,16
177,295826,USB-C Charging Cable,1,11.95,07-12-2019 14:18,"765 Washington St, San Francisco, CA 94016",12,11.95, San Francisco,14
178,295827,Bose SoundSport Headphones,1,99.99,01-12-2019 18:25,"486 4th St, Los Angeles, CA 90001",12,99.99, Los Angeles,18
179,295828,USB-C Charging Cable,1,11.95,13-12-2019 18:56,"984 Chestnut St, San Francisco, CA 94016",12,11.95, San Francisco,18
180,295829,Google Phone,1,600,27-12-2019 13:07,"904 13th St, Atlanta, GA 30301",12,600, Atlanta,13
181,295829,USB-C Charging Cable,1,11.95,27-12-2019 13:07,"904 13th St, Atlanta, GA 30301",12,11.95, Atlanta,13
182,295830,Bose SoundSport Headphones,1,99.99,18-12-2019 14:52,"515 Main St, New York City, NY 10001",12,99.99, New York City,14
183,295831,27in 4K Gaming Monitor,1,389.99,19-12-2019 14:28,"335 Chestnut St, Dallas, TX 75001",12,389.99, Dallas,14
184,295832,AA Batteries (4-pack),2,3.84,21-12-2019 15:52,"972 Sunset St, Boston, MA 02215",12,7.68, Boston,15
185,295833,USB-C Charging Cable,1,11.95,28-12-2019 21:48,"673 Church St, Atlanta, GA 30301",12,11.95, Atlanta,21
186,295834,Google Phone,1,600,16-12-2019 19:45,"847 Lakeview St, San Francisco, CA 94016",12,600, San Francisco,19
187,295835,USB-C Charging Cable,1,11.95,24-12-2019 15:34,"892 Adams St, Austin, TX 73301",12,11.95, Austin,15
188,295836,Lightning Charging Cable,1,14.95,15-12-2019 17:49,"686 Cedar St, San Francisco, CA 94016",12,14.95, San Francisco,17
189,295837,Bose SoundSport Headphones,1,99.99,30-12-2019 22:22,"654 Highland St, Los Angeles, CA 90001",12,99.99, Los Angeles,22
190,295838,34in Ultrawide Monitor,1,379.99,14-12-2019 22:57,"321 8th St, San Francisco, CA 94016",12,379.99, San Francisco,22
191,295839,Apple Airpods Headphones,1,150,23-12-2019 12:28,"340 Lakeview St, Seattle, WA 98101",12,150, Seattle,12
192,295840,27in 4K Gaming Monitor,1,389.99,07-12-2019 22:52,"442 10th St, Los Angeles, CA 90001",12,389.99, Los Angeles,22
193,295841,Wired Headphones,1,11.99,01-12-2019 15:29,"610 Madison St, Atlanta, GA 30301",12,11.99, Atlanta,15
194,295842,Apple Airpods Headphones,1,150,03-12-2019 12:44,"50 5th St, Los Angeles, CA 90001",12,150, Los Angeles,12
195,295843,Bose SoundSport Headphones,1,99.99,19-12-2019 14:02,"700 West St, San Francisco, CA 94016",12,99.99, San Francisco,14
196,295844,AA Batteries (4-pack),1,3.84,31-12-2019 17:51,"663 12th St, Atlanta, GA 30301",12,3.84, Atlanta,17
197,295845,Lightning Charging Cable,1,14.95,20-12-2019 09:53,"955 Sunset St, San Francisco, CA 94016",12,14.95, San Francisco,9
198,295846,Flatscreen TV,1,300,27-12-2019 19:22,"453 Johnson St, Atlanta, GA 30301",12,300, Atlanta,19
199,295847,34in Ultrawide Monitor,1,379.99,13-12-2019 15:56,"40 Madison St, Dallas, TX 75001",12,379.99, Dallas,15
200,295848,Lightning Charging Cable,1,14.95,23-12-2019 19:25,"675 Chestnut St, San Francisco, CA 94016",12,14.95, San Francisco,19
201,295849,Wired Headphones,2,11.99,24-12-2019 14:42,"121 2nd St, New York City, NY 10001",12,23.98, New York City,14
202,295850,USB-C Charging Cable,1,11.95,29-12-2019 15:54,"480 1st St, Los Angeles, CA 90001",12,11.95, Los Angeles,15
203,295851,iPhone,1,700,11-12-2019 17:08,"197 2nd St, Boston, MA 02215",12,700, Boston,17
204,295852,ThinkPad Laptop,1,999.99,24-12-2019 20:52,"639 Sunset St, Los Angeles, CA 90001",12,999.99, Los Angeles,20
205,295853,Wired Headphones,1,11.99,05-12-2019 16:54,"982 Cedar St, New York City, NY 10001",12,11.99, New York City,16
206,295854,iPhone,1,700,29-12-2019 10:35,"183 Hickory St, Austin, TX 73301",12,700, Austin,10
207,295855,20in Monitor,1,109.99,12-12-2019 17:43,"584 9th St, Boston, MA 02215",12,109.99, Boston,17
208,295856,USB-C Charging Cable,1,11.95,24-12-2019 10:37,"214 7th St, Boston, MA 02215",12,11.95, Boston,10
209,295857,USB-C Charging Cable,1,11.95,30-12-2019 21:42,"984 Jefferson St, Portland, OR 97035",12,11.95, Portland,21
210,295858,AAA Batteries (4-pack),1,2.99,08-12-2019 00:13,"218 7th St, Dallas, TX 75001",12,2.99, Dallas,0
211,295859,USB-C Charging Cable,1,11.95,29-12-2019 10:53,"588 Washington St, Los Angeles, CA 90001",12,11.95, Los Angeles,10
212,295860,USB-C Charging Cable,1,11.95,05-12-2019 15:17,"227 Cherry St, New York City, NY 10001",12,11.95, New York City,15
213,295861,Lightning Charging Cable,1,14.95,01-12-2019 12:59,"510 Sunset St, New York City, NY 10001",12,14.95, New York City,12
214,295862,AAA Batteries (4-pack),1,2.99,03-12-2019 14:22,"654 12th St, Portland, ME 04101",12,2.99, Portland,14
